Boro-Block-Lot,Condominium_Coop,Address,Neighborhood,Building Code,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000 ,No_NewSta_1000,NewSta_1000,y,x
1-01875-0056,Coop,242 WEST 104 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,24,1925,"18,576","597,033",32.14,345.5913978,"210,466",11.33,"386,567","3,093,000",166.51,"2,016.00",1,653,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.7998029,-73.9687005
1-01875-0056,Coop,242 WEST 104 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,24,1925,"18,576","635,856",34.23,368.0645161,"256,349",13.8,"379,507","3,036,000",163.44,"2,017.00",2,653,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.7998029,-73.9687005
1-01875-0056,Coop,242 WEST 104 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,24,1925,"18,576","661,306",35.6,382.7956989,"206,565",11.12,"454,741","3,643,000",196.11,"2,018",3,653,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.7998029,-73.9687005
1-01890-0073,Coop,314 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,93,1931,"128,461","3,754,915",29.23,314.3010753,"1,716,239",13.36,"2,038,676","16,313,000",126.99,"2,016.00",1,836,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.8006154,-73.9709449
1-01890-0073,Coop,314 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,93,1931,"128,461","3,849,976",29.97,322.2580645,"1,775,331",13.82,"2,074,645","16,596,000",129.19,"2,017.00",2,836,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.8006154,-73.9709449
1-01890-0073,Coop,314 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,93,1931,"128,461","3,936,045",30.64,329.4623656,"1,520,978",11.84,"2,415,067","19,131,000",148.92,"2,018",3,836,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.8006154,-73.9709449
1-01890-0061,Coop,895 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,47,1916,"119,228","3,233,463",27.12,291.6129032,"1,539,233",12.91,"1,694,230","13,557,000",113.71,"2,016.00",1,1411,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.8001879,-73.9699172
1-01890-0061,Coop,895 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,47,1916,"119,228","3,399,190",28.51,306.5591398,"1,676,346",14.06,"1,722,844","13,782,000",115.59,"2,017.00",2,1411,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.8001879,-73.9699172
1-01890-0061,Coop,895 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,47,1916,"119,228","3,563,725",29.89,321.3978495,"1,631,039",13.68,"1,932,686","15,273,000",128.1,"2,018",3,1411,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.8001879,-73.9699172
1-01875-0061,Coop,890 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,82,1926,"114,330","2,716,481",23.76,255.483871,"1,233,621",10.79,"1,482,860","11,705,000",102.38,"2,016.00",1,1407,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.8000325,-73.9693662
1-01875-0061,Coop,890 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,82,1926,"114,330","2,935,994",25.68,276.1290323,"1,469,141",12.85,"1,466,853","11,734,000",102.63,"2,017.00",2,1407,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.8000325,-73.9693662
1-01875-0061,Coop,890 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,82,1926,"114,330","2,935,994",25.68,276.1290323,"1,168,453",10.22,"1,767,541","13,711,000",119.92,"2,018",3,1407,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.8000325,-73.9693662
1-01860-0005,Coop,161 WEST 105 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,20,1930,"17,860","410,959",23.01,247.4193548,"179,314",10.04,"231,645","1,824,000",102.13,"2,016.00",1,335,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.7997767,-73.9655322
1-01860-0005,Coop,161 WEST 105 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,20,1930,"17,860","446,143",24.98,268.6021505,"210,391",11.78,"235,752","1,886,000",105.6,"2,017.00",2,335,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.7997767,-73.9655322
1-01860-0005,Coop,161 WEST 105 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,20,1930,"17,860","493,650",27.64,297.2043011,"180,565",10.11,"313,085","2,449,000",137.12,"2,018",3,335,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.7997767,-73.9655322
1-01876-0007,Coop,2721 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,84,1926,"145,625","4,370,206",30.01,322.688172,"1,997,975",13.72,"2,372,231","18,982,000",130.35,"2,016.00",1,724,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.7999959,-73.9684521
1-01876-0007,Coop,2721 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,84,1926,"145,625","4,611,944",31.67,340.5376344,"2,229,519",15.31,"2,382,425","19,058,000",130.87,"2,017.00",2,724,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.7999959,-73.9684521
1-01876-0007,Coop,2721 BROADWAY,UPPER WEST SIDE (96-116),D4  -ELEVATOR,84,1926,"145,625","5,179,881",35.57,382.4731183,"2,583,388",17.74,"2,596,493","20,800,000",142.83,"2,018",3,724,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.7999959,-73.9684521
1-01876-0049,Coop,2728 BROADWAY,UPPER WEST SIDE (96-116),C6-WALK-UP,17,1925,"16,369","537,394",32.83,353.0107527,"220,163",13.45,"317,231","2,538,000",155.05,"2,016.00",1,725,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.7999998,-73.9676444
1-01876-0049,Coop,2728 BROADWAY,UPPER WEST SIDE (96-116),C6-WALK-UP,17,1925,"16,369","595,668",36.39,391.2903226,"271,071",16.56,"324,597","2,597,000",158.65,"2,017.00",2,725,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.7999998,-73.9676444
1-01876-0049,Coop,2728 BROADWAY,UPPER WEST SIDE (96-116),C6  -WALK-UP,17,1925,"16,369","633,317",38.69,416.0215054,"224,092",13.69,"409,225","3,286,000",200.75,"2,018",3,725,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.7999998,-73.9676444
1-01891-0001,Coop,320 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,123,1929,"165,372","4,410,471",26.67,286.7741935,"1,792,632",10.84,"2,617,839","20,948,000",126.67,"2,016.00",1,875,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.8009374,-73.9706919
1-01891-0001,Coop,320 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,123,1929,"165,372","4,770,982",28.85,310.2150538,"1,974,542",11.94,"2,796,440","22,370,000",135.27,"2,017.00",2,875,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.8009374,-73.9706919
1-01891-0001,Coop,320 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,123,1929,"165,372","5,101,726",30.85,331.7204301,"2,073,765",12.54,"3,027,961","23,991,000",145.07,"2,018",3,875,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.8009374,-73.9706919
1-01876-0046,Coop,2730 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,74,1920,"112,541","3,132,016",27.83,299.2473118,"1,474,287",13.1,"1,657,729","13,265,000",117.87,"2,016.00",1,726,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.80012,-73.967532
1-01876-0046,Coop,2730 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,74,1920,"112,541","3,418,996",30.38,326.6666667,"1,657,729",14.73,"1,761,267","14,089,000",125.19,"2,017.00",2,726,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.80012,-73.967532
1-01876-0046,Coop,2730 BROADWAY,UPPER WEST SIDE (96-116),D4  -ELEVATOR,74,1920,"112,541","3,303,078",29.35,315.5913978,"1,443,901",12.83,"1,859,177","14,658,000",130.25,"2,018",3,726,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.80012,-73.967532
1-01867-0060,Coop,54 MORNINGSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,25,1925,"38,334","1,322,140",34.49,370.8602151,"407,107",10.62,"915,033","7,322,000",191.01,"2,016.00",1,1232,0,0,0,0,0,1,0,0,1,0,0,3,0,0,40.8060199,-73.959761
1-01867-0060,Coop,54 MORNINGSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,25,1925,"38,334","1,324,823",34.56,371.6129032,"559,676",14.6,"765,147","6,121,000",159.68,"2,017.00",2,1232,0,0,0,0,0,1,0,0,0,1,0,3,0,0,40.8060199,-73.959761
1-01867-0060,Coop,54 MORNINGSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,25,1925,"38,334","1,324,056",34.54,371.3978495,"333,122",8.69,"990,934","7,925,000",206.74,"2,018",3,1232,0,0,0,0,0,1,0,0,0,0,1,3,0,0,40.8060199,-73.959761
1-01891-0011,Coop,305 WEST 104 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,40,1926,"62,605","1,854,986",29.63,318.6021505,"706,184",11.28,"1,148,802","9,193,000",146.84,"2,016.00",1,795,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.800798,-73.970008
1-01891-0011,Coop,305 WEST 104 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,40,1926,"62,605","1,946,389",31.09,334.3010753,"745,626",11.91,"1,200,763","9,605,000",153.42,"2,017.00",2,795,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.800798,-73.970008
1-01891-0011,Coop,305 WEST 104 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,40,1926,"62,605","1,925,730",30.76,330.7526882,"708,063",11.31,"1,217,667","9,646,000",154.08,"2,018",3,795,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.800798,-73.970008
1-01861-0008,Coop,153 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1910,"8,735","206,757",23.67,254.516129,"105,694",12.1,"101,063","799,000",91.47,"2,016.00",1,303,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.800359,-73.964781
1-01861-0008,Coop,153 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1910,"8,735","234,972",26.9,289.2473118,"128,579",14.72,"106,393","851,000",97.42,"2,017.00",2,303,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.800359,-73.964781
1-01861-0008,Coop,153 WEST 106 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,15,1910,"8,735","246,764",28.25,303.7634409,"113,380",12.98,"133,384","1,046,000",119.75,"2,018",3,303,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.800359,-73.964781
1-01861-0007,Coop,155 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1910,"9,280","226,339",24.39,262.2580645,"121,104",13.05,"105,235","837,000",90.19,"2,016.00",1,307,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.800394,-73.964861
1-01861-0007,Coop,155 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1910,"9,280","214,832",23.15,248.9247312,"104,586",11.27,"110,246","879,000",94.72,"2,017.00",2,307,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.800394,-73.964861
1-01861-0007,Coop,155 WEST 106 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,15,1910,"9,280","261,510",28.18,303.0107527,"118,691",12.79,"142,819","1,120,000",120.69,"2,018",3,307,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.800394,-73.964861
1-01877-0025,Coop,213 WEST 105 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,32,1925,"33,750","1,172,475",34.74,373.5483871,"397,238",11.77,"775,237","6,203,000",183.79,"2,016.00",1,529,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.800233,-73.966721
1-01877-0025,Coop,213 WEST 105 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,32,1925,"33,750","1,251,450",37.08,398.7096774,"426,938",12.65,"824,512","6,596,000",195.44,"2,017.00",2,529,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.800233,-73.966721
1-01877-0025,Coop,213 WEST 105 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,32,1925,"33,750","1,012,500",30,322.5806452,"338,175",10.02,"674,325","5,329,000",157.9,"2,018",3,529,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.800233,-73.966721
1-01867-0059,Coop,401 WEST 115 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,24,1921,"35,040","1,130,741",32.27,346.9892473,"509,131",14.53,"621,610","4,974,000",141.95,"2,016.00",1,1041,0,0,0,0,0,1,0,0,1,0,0,3,0,0,40.8057246,-73.959954
1-01867-0059,Coop,401 WEST 115 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,24,1921,"35,040","1,119,178",31.94,343.4408602,"505,978",14.44,"613,200","4,905,000",139.98,"2,017.00",2,1041,0,0,0,0,0,1,0,0,0,1,0,3,0,0,40.8057246,-73.959954
1-01867-0059,Coop,401 WEST 115 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,24,1921,"35,040","1,103,410",31.49,338.6021505,"431,693",12.32,"671,717","5,334,000",152.23,"2,018",3,1041,0,0,0,0,0,1,0,0,0,0,1,3,0,0,40.8057246,-73.959954
1-01861-0002,Coop,943 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1925,"9,546","199,034",20.85,224.1935484,"95,269",9.98,"103,765","804,000",84.22,"2,016.00",1,1432,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.8005433,-73.9652658
1-01861-0002,Coop,943 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1925,"9,546","207,721",21.76,233.9784946,"95,842",10.04,"111,879","881,000",92.29,"2,017.00",2,1432,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.8005433,-73.9652658
1-01861-0002,Coop,943 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),C6  -WALK-UP,15,1925,"9,546","246,000",25.77,277.0967742,"110,638",11.59,"135,362","1,049,000",109.89,"2,018",3,1432,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.8005433,-73.9652658
1-01891-0035,Coop,325 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,53,1920,"74,899","2,052,982",27.41,294.7311828,"757,978",10.12,"1,295,004","10,363,000",138.36,"2,016.00",1,901,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.8013685,-73.9704912
1-01891-0035,Coop,325 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,53,1920,"74,899","2,196,788",29.33,315.3763441,"895,792",11.96,"1,300,996","10,407,000",138.95,"2,017.00",2,901,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.8013685,-73.9704912
1-01891-0035,Coop,325 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,53,1920,"74,899","2,258,954",30.16,324.3010753,"787,937",10.52,"1,471,017","11,634,000",155.33,"2,018",3,901,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.8013685,-73.9704912
1-01877-0042,Coop,234 WEST 106 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,50,1925,"66,492","2,061,252",31,333.3333333,"760,668",11.44,"1,300,584","10,407,000",156.52,"2,016.00",1,618,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.80066,-73.966982
1-01877-0042,Coop,234 WEST 106 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,50,1925,"66,492","2,156,336",32.43,348.7096774,"910,940",13.7,"1,245,396","9,962,000",149.82,"2,017.00",2,618,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.80066,-73.966982
1-01877-0042,Coop,234 WEST 106 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,50,1925,"66,492","2,146,362",32.28,347.0967742,"913,600",13.74,"1,232,762","9,804,000",147.45,"2,018",3,618,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.80066,-73.966982
1-01863-0048,Coop,124 WEST 109 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,11,1900,"9,705","276,107",28.45,305.9139785,"116,945",12.05,"159,162","1,274,000",131.27,"2,016.00",1,188,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.8016091,-73.9629608
1-01863-0048,Coop,124 WEST 109 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,11,1900,"9,705","304,349",31.36,337.2043011,"137,811",14.2,"166,538","1,332,000",137.25,"2,017.00",2,188,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.8016091,-73.9629608
1-01863-0048,Coop,124 WEST 109 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,11,1900,"9,705","301,826",31.1,334.4086022,"137,811",14.2,"164,015","1,298,000",133.75,"2,018",3,188,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.8016091,-73.9629608
1-01877-0001,Coop,2745 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,75,1913,"160,764","5,515,813",34.31,368.9247312,"2,306,963",14.35,"3,208,850","25,677,000",159.72,"2,016.00",1,727,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.8009817,-73.9684479
1-01877-0001,Coop,2745 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,75,1913,"160,764","6,046,334",37.61,404.4086022,"2,723,342",16.94,"3,322,992","26,582,000",165.35,"2,017.00",2,727,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.8009817,-73.9684479
1-01877-0001,Coop,2745 BROADWAY,UPPER WEST SIDE (96-116),D4  -ELEVATOR,75,1913,"160,764","5,621,917",34.97,376.0215054,"2,427,536",15.1,"3,194,381","25,567,000",159.03,"2,018",3,727,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.8009817,-73.9684479
1-01891-0062,Coop,310 WEST 106 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,78,1927,"93,293","2,633,661",28.23,303.5483871,"1,345,285",14.42,"1,288,376","10,309,000",110.5,"2,016.00",1,817,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.8017778,-73.9695729
1-01891-0062,Coop,310 WEST 106 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,78,1927,"93,293","2,435,880",26.11,280.7526882,"1,122,315",12.03,"1,313,565","10,508,000",112.63,"2,017.00",2,817,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.8017778,-73.9695729
1-01891-0062,Coop,310 WEST 106 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,78,1927,"93,293","2,716,692",29.12,313.1182796,"1,163,364",12.47,"1,553,328","12,237,000",131.17,"2,018",3,817,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.8017778,-73.9695729
1-01879-0036,Coop,968 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,118,1930,"100,961","3,433,684",34.01,365.6989247,"1,362,974",13.5,"2,070,710","16,570,000",164.12,"2,016.00",1,1446,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.8016168,-73.9652075
1-01879-0036,Coop,968 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,118,1930,"100,961","3,788,057",37.52,403.4408602,"1,554,799",15.4,"2,233,258","17,865,000",176.95,"2,017.00",2,1446,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.8016168,-73.9652075
1-01879-0036,Coop,968 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,118,1930,"100,961","3,855,701",38.19,410.6451613,"1,431,627",14.18,"2,424,074","19,496,000",193.1,"2,018",3,1446,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.8016168,-73.9652075
1-01892-0001,Coop,340 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,62,1926,"124,351","3,973,014",31.95,343.5483871,"1,682,469",13.53,"2,290,545","18,329,000",147.4,"2,016.00",1,958,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.8023984,-73.9697336
1-01892-0001,Coop,340 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,62,1926,"124,351","4,198,090",33.76,363.0107527,"1,774,489",14.27,"2,423,601","19,387,000",155.91,"2,017.00",2,958,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.8023984,-73.9697336
1-01892-0001,Coop,340 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,62,1926,"124,351","4,367,207",35.12,377.6344086,"1,707,339",13.73,"2,659,868","21,289,000",171.2,"2,018",3,958,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.8023984,-73.9697336
1-01879-0021,Coop,211 WEST 107 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,11,1920,"14,255","440,480",30.9,332.2580645,"158,658",11.13,"281,822","2,255,000",158.19,"2,016.00",1,518,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.801719,-73.966175
1-01879-0021,Coop,211 WEST 107 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,11,1920,"14,255","452,596",31.75,341.3978495,"161,937",11.36,"290,659","2,325,000",163.1,"2,017.00",2,518,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.801719,-73.966175
1-01879-0021,Coop,211 WEST 107 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,11,1920,"14,255","445,184",31.23,335.8064516,"143,976",10.1,"301,208","2,386,000",167.38,"2,018",3,518,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.801719,-73.966175
1-01117-0029,Coop,1 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,94,1910,"119,866","5,799,117",48.38,520.2150538,"1,546,271",12.9,"4,252,846","34,031,000",283.91,"2,016.00",1,7,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.7713332,-73.9797248
1-01117-0029,Coop,1 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,94,1910,"119,866","6,322,932",52.75,567.2043011,"1,967,001",16.41,"4,355,931","34,845,000",290.7,"2,017.00",2,7,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.7713332,-73.9797248
1-01117-0029,Coop,1 WEST 64 STREET,UPPER WEST SIDE (59-79),D4  -ELEVATOR,94,1910,"119,866","6,671,742",55.66,598.4946237,"2,001,762",16.7,"4,669,980","37,590,000",313.6,"2,018",3,7,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.7713332,-73.9797248
1-01117-0021,Coop,17 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,54,1924,"32,881","1,612,484",49.04,527.311828,"543,852",16.54,"1,068,632","8,551,000",260.06,"2,016.00",1,369,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.7717467,-73.9805466
1-01117-0021,Coop,17 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,54,1924,"32,881","1,612,155",49.03,527.2043011,"465,595",14.16,"1,146,560","9,172,000",278.95,"2,017.00",2,369,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.7717467,-73.9805466
1-01117-0021,Coop,17 WEST 64 STREET,UPPER WEST SIDE (59-79),D4  -ELEVATOR,54,1924,"32,881","1,657,860",50.42,542.1505376,"513,930",15.63,"1,143,930","9,207,000",280.01,"2,018",3,369,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.7717467,-73.9805466
1-01117-0019,Coop,25 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,53,1923,"33,492","1,639,098",48.94,526.2365591,"552,283",16.49,"1,086,815","8,697,000",259.67,"2,016.00",1,679,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.7718049,-73.9806843
1-01117-0019,Coop,25 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,53,1923,"33,492","1,697,040",50.67,544.8387097,"503,385",15.03,"1,193,655","9,548,000",285.08,"2,017.00",2,679,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.7718049,-73.9806843
1-01117-0019,Coop,25 WEST 64 STREET,UPPER WEST SIDE (59-79),D4  -ELEVATOR,53,1923,"33,492","1,754,646",52.39,563.3333333,"562,331",16.79,"1,192,315","9,597,000",286.55,"2,018",3,679,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.7718049,-73.9806843
1-01117-0016,Coop,29 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,45,1938,"38,563","1,865,678",48.38,520.2150538,"707,245",18.34,"1,158,433","9,270,000",240.39,"2,016.00",1,742,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.7719627,-73.980845
1-01117-0016,Coop,29 WEST 64 STREET,UPPER WEST SIDE (59-79),D4-ELEVATOR,43,1938,"34,290","1,775,536",51.78,556.7741935,"547,611",15.97,"1,227,925","9,823,000",286.47,"2,017.00",2,742,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.7719627,-73.980845
1-01117-0016,Coop,29 WEST 64 STREET,UPPER WEST SIDE (59-79),D4  -ELEVATOR,43,1938,"34,290","1,785,137",52.06,559.7849462,"544,525",15.88,"1,240,612","9,986,000",291.22,"2,018",3,742,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.7719627,-73.980845
1-01892-0032,Coop,345 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,55,1951,"75,600","1,784,916",23.61,253.8709677,"777,168",10.28,"1,007,748","7,947,000",105.12,"2,016.00",1,978,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.802633,-73.969417
1-01892-0032,Coop,345 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,55,1951,"75,600","1,760,724",23.29,250.4301075,"687,204",9.09,"1,073,520","8,561,000",113.24,"2,017.00",2,978,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.802633,-73.969417
1-01892-0032,Coop,345 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,55,1951,"75,600","1,839,348",24.33,261.6129032,"604,044",7.99,"1,235,304","9,507,000",125.75,"2,018",3,978,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.802633,-73.969417
1-01156-0001,Coop,110 WEST END AVENUE,UPPER WEST SIDE (59-79),D4-ELEVATOR,188,1976,"403,200","18,902,016",46.88,504.0860215,"4,999,680",12.4,"13,902,336","111,245,000",275.91,"2,016.00",1,93,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.7748695,-73.9877319
1-01156-0001,Coop,110 WEST END AVENUE,UPPER WEST SIDE (59-79),D4-ELEVATOR,188,1976,"403,200","19,192,320",47.6,511.827957,"5,181,120",12.85,"14,011,200","112,075,000",277.96,"2,017.00",2,93,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.7748695,-73.9877319
