blockid,w_c000_16
3.4017E+14,174400
3.4017E+14,165555
3.4017E+14,215641
3.4017E+14,199614
3.4017E+14,245625
3.4017E+14,194638
3.4017E+14,159181
3.4017E+14,242447
3.4017E+14,300745
3.4017E+14,377763
3.4017E+14,377763
3.4017E+14,427284
3.4017E+14,501497
3.4017E+14,397800
3.4017E+14,461955
3.4017E+14,498290
3.4017E+14,627807
3.4017E+14,598131
3.4017E+14,206144
3.4017E+14,265278
3.4017E+14,244753
3.4017E+14,196095
3.4017E+14,148908
3.4017E+14,184392
3.4017E+14,166643
3.4017E+14,169070
3.4017E+14,178766
3.4017E+14,221756
3.4017E+14,149110
3.4017E+14,382180
3.4017E+14,125737
3.4017E+14,209615
3.4017E+14,1332831
3.4017E+14,1503557
3.4017E+14,1334989
3.4017E+14,1332165
3.4017E+14,1001391
3.4017E+14,850564
3.4017E+14,708748
3.4017E+14,568548
3.4017E+14,831025
3.4017E+14,316378
3.4017E+14,518331
3.4017E+14,1329016
3.4017E+14,1258116
3.4017E+14,1106441
3.4017E+14,1196045
3.4017E+14,1273126
3.4017E+14,1121423
3.4017E+14,827213
3.4017E+14,684950
3.4017E+14,874090
3.4017E+14,896726
3.4017E+14,773862
3.4017E+14,803619
3.4017E+14,753600
3.4017E+14,684950
3.4017E+14,542541
3.4017E+14,546831
3.4017E+14,667173
3.4017E+14,694567
3.4017E+14,712840
3.4017E+14,568548
3.4017E+14,518331
3.4017E+14,1106648
3.4017E+14,894663
3.4017E+14,761152
3.4017E+14,904689
3.4017E+14,1175927
3.4017E+14,762764
3.4017E+14,675022
3.4017E+14,583194
3.4017E+14,682259
3.4017E+14,807289
3.4017E+14,575989
3.4017E+14,645979
3.4017E+14,738389
3.4017E+14,741426
3.4017E+14,634912
3.4017E+14,690875
3.4017E+14,944541
3.4017E+14,950309
3.4017E+14,835618
3.4017E+14,1102103
3.4017E+14,1257007
3.4017E+14,1329088
3.4017E+14,821499
3.4017E+14,758764
3.4017E+14,1168496
3.4017E+14,1048409
3.4017E+14,566804
3.4017E+14,1317454
3.4017E+14,1634323
3.4017E+14,536288
3.4017E+14,669368
3.4017E+14,814320
3.4017E+14,241309
3.4017E+14,158347
3.4017E+14,106498
3.4017E+14,156796
3.4017E+14,162749
3.4017E+14,158703
3.4017E+14,118596
3.4017E+14,884483
3.4017E+14,193783
3.4017E+14,158428
3.4017E+14,420703
3.4017E+14,421904
3.4017E+14,1149258
3.4017E+14,815802
3.4017E+14,111735
3.4017E+14,123011
3.4017E+14,160968
3.4017E+14,160968
3.4017E+14,111735
3.4017E+14,1148767
3.4017E+14,1149223
3.4017E+14,1144548
3.4017E+14,977901
3.4017E+14,975249
3.4017E+14,1146820
3.4017E+14,1489090
3.4017E+14,677078
3.4017E+14,419818
3.4017E+14,1164099
3.4017E+14,1500496
3.4017E+14,341359
3.4017E+14,1781003
3.4017E+14,805742
3.4017E+14,1142961
3.4017E+14,159388
3.4017E+14,112041
3.4017E+14,107317
3.4017E+14,117545
3.4017E+14,110049
3.4017E+14,88543
3.4017E+14,102929
3.4017E+14,153847
3.4017E+14,116597
3.4017E+14,116631
3.4017E+14,109960
3.4017E+14,116093
3.4017E+14,116282
3.4017E+14,118773
3.4017E+14,116930
3.4017E+14,129765
3.4017E+14,129785
3.4017E+14,159164
3.4017E+14,159173
3.4017E+14,135033
3.4017E+14,133880
3.4017E+14,148950
3.4017E+14,145065
3.4017E+14,101785
3.4017E+14,102868
3.4017E+14,112955
3.4017E+14,189816
3.4017E+14,169461
3.4017E+14,120121
3.4017E+14,148605
3.4017E+14,319361
3.4017E+14,334221
3.4017E+14,609853
3.4017E+14,520769
3.4017E+14,517140
3.4017E+14,3569
3.4017E+14,13461
3.4017E+14,14342
3.4017E+14,14341
3.4017E+14,20314
3.4017E+14,14453
3.4017E+14,4843
3.4017E+14,3569
3.4017E+14,20891
3.4017E+14,14337
3.4017E+14,18987
3.4017E+14,29265
3.4017E+14,20891
3.4017E+14,5450
3.4017E+14,4867
3.4017E+14,12789
3.4017E+14,23424
3.4017E+14,22934
3.4017E+14,27377
3.4017E+14,23874
3.4017E+14,27095
3.4017E+14,26746
3.4017E+14,23843
3.4017E+14,25150
3.4017E+14,25739
3.4017E+14,26037
3.4017E+14,27181
3.4017E+14,30240
3.4017E+14,41988
3.4017E+14,36352
3.4017E+14,33109
3.4017E+14,29844
3.4017E+14,29844
3.4017E+14,27482
3.4017E+14,40362
3.4017E+14,42632
3.4017E+14,41988
3.4017E+14,30600
3.4017E+14,32310
3.4017E+14,40362
3.4017E+14,42934
3.4017E+14,38765
3.4017E+14,31647
3.4017E+14,51763
3.4017E+14,40051
3.4017E+14,32630
3.4017E+14,32444
3.4017E+14,44911
3.4017E+14,42320
3.4017E+14,44510
3.4017E+14,44940
3.4017E+14,50393
3.4017E+14,51635
3.4017E+14,51608
3.4017E+14,51608
3.4017E+14,55458
3.4017E+14,62350
3.4017E+14,48716
3.4017E+14,55618
3.4017E+14,45394
3.4017E+14,45394
3.4017E+14,43930
3.4017E+14,76816
3.4017E+14,57760
3.4017E+14,52945
3.4017E+14,52945
3.4017E+14,67447
3.4017E+14,76536
3.4017E+14,89918
3.4017E+14,67447
3.4017E+14,90679
3.4017E+14,90679
3.4017E+14,76917
3.4017E+14,38792
3.4017E+14,39330
3.4017E+14,42570
3.4017E+14,45513
3.4017E+14,56667
3.4017E+14,43208
3.4017E+14,45513
3.4017E+14,58713
3.4017E+14,3808
3.4017E+14,4701
3.4017E+14,66021
3.4017E+14,43256
3.4017E+14,4701
3.4017E+14,4747
3.4017E+14,4750
3.4017E+14,37209
3.4017E+14,36028
3.4017E+14,33230
3.4017E+14,28970
3.4017E+14,28970
3.4017E+14,25465
3.4017E+14,28044
3.4017E+14,24534
3.4017E+14,31268
3.4017E+14,47421
3.4017E+14,37952
3.4017E+14,37952
3.4017E+14,41113
3.4017E+14,32837
3.4017E+14,28566
3.4017E+14,30854
3.4017E+14,33494
3.4017E+14,28172
3.4017E+14,2431
3.4017E+14,7255
3.4017E+14,40652
3.4017E+14,27568
3.4017E+14,8231
3.4017E+14,108006
3.4017E+14,76816
3.4017E+14,36618
3.4017E+14,45737
3.4017E+14,12197
3.4017E+14,18867
3.4017E+14,75853
3.4017E+14,57105
3.4017E+14,5740
3.4017E+14,30531
3.4017E+14,34770
3.4017E+14,35087
3.4017E+14,43933
3.4017E+14,42891
3.4017E+14,41180
3.4017E+14,42529
3.4017E+14,38135
3.4017E+14,34659
3.4017E+14,48597
3.4017E+14,44027
3.4017E+14,41086
3.4017E+14,32604
3.4017E+14,36900
3.4017E+14,26190
3.4017E+14,24798
3.4017E+14,24300
3.4017E+14,27160
3.4017E+14,27949
3.4017E+14,32097
3.4017E+14,34649
3.4017E+14,26572
3.4017E+14,20455
3.4017E+14,22517
3.4017E+14,28439
3.4017E+14,15367
3.4017E+14,14194
3.4017E+14,18007
3.4017E+14,21346
3.4017E+14,16851
3.4017E+14,15750
3.4017E+14,15889
3.4017E+14,18821
3.4017E+14,21259
3.4017E+14,21029
3.4017E+14,19662
3.4017E+14,17138
3.4017E+14,25769
3.4017E+14,24167
3.4017E+14,25823
3.4017E+14,23841
3.4017E+14,19683
3.4017E+14,27686
3.4017E+14,23619
3.4017E+14,16905
3.4017E+14,16905
3.4017E+14,17031
3.4017E+14,17176
3.4017E+14,22241
3.4017E+14,21201
3.4017E+14,21953
3.4017E+14,16266
3.4017E+14,16267
3.4017E+14,20741
3.4017E+14,20550
3.4017E+14,15722
3.4017E+14,19027
3.4017E+14,13352
3.4017E+14,12604
3.4017E+14,13352
3.4017E+14,14603
3.4017E+14,13057
3.4017E+14,14152
3.4017E+14,13556
3.4017E+14,12642
3.4017E+14,12945
3.4017E+14,11381
3.4017E+14,14227
3.4017E+14,14946
3.4017E+14,12891
3.4017E+14,13735
3.4017E+14,33494
3.4017E+14,32787
3.4017E+14,37161
3.4017E+14,35563
3.4017E+14,32502
3.4017E+14,22116
3.4017E+14,25854
3.4017E+14,22771
3.4017E+14,23101
3.4017E+14,21200
3.4017E+14,20983
3.4017E+14,25375
3.4017E+14,20563
3.4017E+14,22085
3.4017E+14,18762
3.4017E+14,21046
3.4017E+14,21046
3.4017E+14,8712
3.4017E+14,27358
3.4017E+14,16586
3.4017E+14,33991
3.4017E+14,27358
3.4017E+14,21413
3.4017E+14,24296
3.4017E+14,24297
3.4017E+14,43422
3.4017E+14,43323
3.4017E+14,3135
3.4017E+14,3899
3.4017E+14,22563
3.4017E+14,34004
3.4017E+14,43326
3.4017E+14,49301
3.4017E+14,43370
3.4017E+14,49304
3.4017E+14,25939
3.4017E+14,3294
3.4017E+14,17525
3.4017E+14,16540
3.4017E+14,12900
3.4017E+14,9476
3.4017E+14,9034
3.4017E+14,5064
3.4017E+14,3009
3.4017E+14,5315
3.4017E+14,8335
3.4017E+14,10117
3.4017E+14,10729
3.4017E+14,12806
3.4017E+14,49420
3.4017E+14,39005
3.4017E+14,43544
3.4017E+14,49459
3.4017E+14,56423
3.4017E+14,56280
3.4017E+14,75172
3.4017E+14,44095
3.4017E+14,50136
3.4017E+14,39255
3.4017E+14,31346
3.4017E+14,31364
3.4017E+14,27610
3.4017E+14,24350
3.4017E+14,24410
3.4017E+14,27527
3.4017E+14,27345
3.4017E+14,31088
3.4017E+14,30942
3.4017E+14,23802
3.4017E+14,28661
3.4017E+14,31920
3.4017E+14,31821
3.4017E+14,32138
3.4017E+14,35806
3.4017E+14,44248
3.4017E+14,39510
3.4017E+14,39516
3.4017E+14,75293
3.4017E+14,44218
3.4017E+14,39088
3.4017E+14,39355
3.4017E+14,35467
3.4017E+14,26255
3.4017E+14,31388
3.4017E+14,34836
3.4017E+14,20480
3.4017E+14,23267
3.4017E+14,23031
3.4017E+14,22910
3.4017E+14,23003
3.4017E+14,23468
3.4017E+14,25261
3.4017E+14,25261
3.4017E+14,33235
3.4017E+14,28873
3.4017E+14,24791
3.4017E+14,29339
3.4017E+14,29322
3.4017E+14,24221
3.4017E+14,20554
3.4017E+14,19180
3.4017E+14,19180
3.4017E+14,14787
3.4017E+14,14545
3.4017E+14,20992
3.4017E+14,20992
3.4017E+14,19569
3.4017E+14,20270
3.4017E+14,16617
3.4017E+14,20130
3.4017E+14,24748
3.4017E+14,19907
3.4017E+14,17753
3.4017E+14,21835
3.4017E+14,23841
3.4017E+14,17681
3.4017E+14,17645
3.4017E+14,21123
3.4017E+14,15255
3.4017E+14,12551
3.4017E+14,13418
3.4017E+14,15067
3.4017E+14,15795
3.4017E+14,18923
3.4017E+14,13556
3.4017E+14,17933
3.4017E+14,13602
3.4017E+14,20793
3.4017E+14,20384
3.4017E+14,18169
3.4017E+14,20690
3.4017E+14,20690
3.4017E+14,21701
3.4017E+14,21509
3.4017E+14,24258
3.4017E+14,26359
3.4017E+14,29573
3.4017E+14,35884
3.4017E+14,35955
3.4017E+14,31683
3.4017E+14,35536
3.4017E+14,17207
3.4017E+14,16496
3.4017E+14,16987
3.4017E+14,12708
3.4017E+14,12708
3.4017E+14,11543
3.4017E+14,10943
3.4017E+14,21824
3.4017E+14,24700
3.4017E+14,24952
3.4017E+14,25219
3.4017E+14,26140
3.4017E+14,21359
3.4017E+14,19534
3.4017E+14,19594
3.4017E+14,20933
3.4017E+14,16839
3.4017E+14,17970
3.4017E+14,20207
3.4017E+14,20997
3.4017E+14,23544
3.4017E+14,25862
3.4017E+14,16432
3.4017E+14,16674
3.4017E+14,16315
3.4017E+14,16315
3.4017E+14,17570
3.4017E+14,21667
3.4017E+14,20133
3.4017E+14,28483
3.4017E+14,28483
3.4017E+14,31287
3.4017E+14,22257
3.4017E+14,27544
3.4017E+14,27544
3.4017E+14,39903
3.4017E+14,27537
3.4017E+14,22823
3.4017E+14,25725
3.4017E+14,27954
3.4017E+14,20192
3.4017E+14,17810
3.4017E+14,13428
3.4017E+14,13428
3.4017E+14,11770
3.4017E+14,35455
3.4017E+14,45201
3.4017E+14,35252
3.4017E+14,39714
3.4017E+14,27498
3.4017E+14,27498
3.4017E+14,20192
3.4017E+14,21694
3.4017E+14,16562
3.4017E+14,10723
3.4017E+14,14282
3.4017E+14,16562
3.4017E+14,24445
3.4017E+14,24001
3.4017E+14,16598
3.4017E+14,16562
3.4017E+14,15322
3.4017E+14,12368
3.4017E+14,10720
3.4017E+14,12372
3.4017E+14,19085
3.4017E+14,5929
3.4017E+14,15322
3.4017E+14,18820
3.4017E+14,27977
3.4017E+14,51805
3.4017E+14,24550
3.4017E+14,20076
3.4017E+14,20076
3.4017E+14,20159
3.4017E+14,21736
3.4017E+14,27331
3.4017E+14,35071
3.4017E+14,17883
3.4017E+14,16070
3.4017E+14,22770
3.4017E+14,17760
3.4017E+14,15171
3.4017E+14,13752
3.4017E+14,13694
3.4017E+14,15938
3.4017E+14,12010
3.4017E+14,11791
3.4017E+14,11791
3.4017E+14,14736
3.4017E+14,14756
3.4017E+14,16569
3.4017E+14,12092
3.4017E+14,14589
3.4017E+14,12718
3.4017E+14,8931
3.4017E+14,7779
3.4017E+14,10315
3.4017E+14,8591
3.4017E+14,18002
3.4017E+14,11391
3.4017E+14,10990
3.4017E+14,11162
3.4017E+14,11079
3.4017E+14,11327
3.4017E+14,12006
3.4017E+14,12158
3.4017E+14,12913
3.4017E+14,16095
3.4017E+14,14704
3.4017E+14,13279
3.4017E+14,12035
3.4017E+14,11890
3.4017E+14,13034
3.4017E+14,12007
3.4017E+14,11890
3.4017E+14,10979
3.4017E+14,10866
3.4017E+14,14329
3.4017E+14,9802
3.4017E+14,10075
3.4017E+14,9653
3.4017E+14,6897
3.4017E+14,12507
3.4017E+14,12507
3.4017E+14,11283
3.4017E+14,9161
3.4017E+14,13154
3.4017E+14,2139
3.4017E+14,11101
3.4017E+14,13830
3.4017E+14,14810
3.4017E+14,11599
3.4017E+14,10676
3.4017E+14,955
3.4017E+14,11101
3.4017E+14,12488
3.4017E+14,403
3.4017E+14,8858
3.4017E+14,15944
3.4017E+14,14925
3.4017E+14,16069
3.4017E+14,13290
3.4017E+14,10859
3.4017E+14,14201
3.4017E+14,15201
3.4017E+14,14921
3.4017E+14,14921
3.4017E+14,13596
3.4017E+14,15338
3.4017E+14,17320
3.4017E+14,18177
3.4017E+14,18490
3.4017E+14,27984
3.4017E+14,20670
3.4017E+14,24665
3.4017E+14,27517
3.4017E+14,35532
3.4017E+14,18108
3.4017E+14,16969
3.4017E+14,18635
3.4017E+14,18395
3.4017E+14,21885
3.4017E+14,25491
3.4017E+14,30430
3.4017E+14,37068
3.4017E+14,27567
3.4017E+14,23769
3.4017E+14,21923
3.4017E+14,18971
3.4017E+14,24434
3.4017E+14,22077
3.4017E+14,29071
3.4017E+14,35943
3.4017E+14,27416
3.4017E+14,26911
3.4017E+14,15217
3.4017E+14,14175
3.4017E+14,25465
3.4017E+14,22362
3.4017E+14,32616
3.4017E+14,38425
3.4017E+14,20845
3.4017E+14,32418
3.4017E+14,35064
3.4017E+14,14808
3.4017E+14,13288
3.4017E+14,15629
3.4017E+14,13910
3.4017E+14,15094
3.4017E+14,14854
3.4017E+14,16720
3.4017E+14,16431
3.4017E+14,14940
3.4017E+14,15508
3.4017E+14,16220
3.4017E+14,17282
3.4017E+14,17487
3.4017E+14,16302
3.4017E+14,14936
3.4017E+14,14224
3.4017E+14,14528
3.4017E+14,20864
3.4017E+14,21201
3.4017E+14,13726
3.4017E+14,15605
3.4017E+14,15925
3.4017E+14,11992
3.4017E+14,31132
3.4017E+14,32905
3.4017E+14,30372
3.4017E+14,21458
3.4017E+14,25615
3.4017E+14,30148
3.4017E+14,19221
3.4017E+14,27099
3.4017E+14,31779
3.4017E+14,33212
3.4017E+14,41353
3.4017E+14,37840
3.4017E+14,40632
3.4017E+14,39917
3.4017E+14,48536
3.4017E+14,36954
3.4017E+14,35714
3.4017E+14,37936
3.4017E+14,33627
3.4017E+14,30321
3.4017E+14,32638
3.4017E+14,7926
3.4017E+14,11460
3.4017E+14,7938
3.4017E+14,9821
3.4017E+14,39378
3.4017E+14,8997
3.4017E+14,18317
3.4017E+14,28459
3.4017E+14,30753
3.4017E+14,26949
3.4017E+14,24657
3.4017E+14,21659
3.4017E+14,19010
3.4017E+14,31220
3.4017E+14,34450
3.4017E+14,34290
3.4017E+14,26682
3.4017E+14,24060
3.4017E+14,22034
3.4017E+14,21778
3.4017E+14,24122
3.4017E+14,34328
3.4017E+14,32079
3.4017E+14,29412
3.4017E+14,27207
3.4017E+14,25759
3.4017E+14,36301
3.4017E+14,25734
3.4017E+14,23390
3.4017E+14,22035
3.4017E+14,19471
3.4017E+14,20813
3.4017E+14,25361
3.4017E+14,30854
3.4017E+14,12403
3.4017E+14,13343
3.4017E+14,13713
3.4017E+14,15242
3.4017E+14,13329
3.4017E+14,18308
3.4017E+14,18259
3.4017E+14,14683
3.4017E+14,14683
3.4017E+14,20264
3.4017E+14,16139
3.4017E+14,14703
3.4017E+14,13005
3.4017E+14,13005
3.4017E+14,11375
3.4017E+14,22843
3.4017E+14,21675
3.4017E+14,25138
3.4017E+14,21766
3.4017E+14,19948
3.4017E+14,22120
3.4017E+14,22361
3.4017E+14,17715
3.4017E+14,16733
3.4017E+14,16233
3.4017E+14,18122
3.4017E+14,24594
3.4017E+14,20075
3.4017E+14,15280
3.4017E+14,18119
3.4017E+14,17511
3.4017E+14,7063
3.4017E+14,3768
3.4017E+14,3487
3.4017E+14,1798
3.4017E+14,2872
3.4017E+14,9550
3.4017E+14,9601
3.4017E+14,11818
3.4017E+14,2835
3.4017E+14,2835
3.4017E+14,3269
3.4017E+14,5584
3.4017E+14,4326
3.4017E+14,6052
3.4017E+14,5957
3.4017E+14,6840
3.4017E+14,5823
3.4017E+14,4691
3.4017E+14,6168
3.4017E+14,10692
3.4017E+14,29015
3.4017E+14,15389
3.4017E+14,18511
3.4017E+14,9849
3.4017E+14,7249
3.4017E+14,11140
3.4017E+14,13036
3.4017E+14,59159
3.4017E+14,16636
3.4017E+14,22220
3.4017E+14,30998
3.4017E+14,28475
3.4017E+14,12677
3.4017E+14,19488
3.4017E+14,49589
3.4017E+14,12642
3.4017E+14,0
3.4017E+14,0
3.4017E+14,2944
3.4017E+14,3052
3.4017E+14,1475
3.4017E+14,1148
3.4017E+14,452
3.4017E+14,1257
3.4017E+14,302
3.4017E+14,302
3.4017E+14,1257
3.4017E+14,5048
3.4017E+14,2569
3.4017E+14,2569
3.4017E+14,4463
3.4017E+14,452
3.4017E+14,521
3.4017E+14,302
3.4017E+14,2569
3.4017E+14,212
3.4017E+14,127
3.4017E+14,127
3.4017E+14,302
3.4017E+14,2569
3.4017E+14,4463
3.4017E+14,6787
3.4017E+14,2994
3.4017E+14,4912
3.4017E+14,127
3.4017E+14,127
3.4017E+14,127
3.4017E+14,127
3.4017E+14,127
3.4017E+14,302
3.4017E+14,2569
3.4017E+14,302
3.4017E+14,4326
3.4017E+14,2994
3.4017E+14,4514
3.4017E+14,3132
3.4017E+14,2647
3.4017E+14,127
3.4017E+14,2994
3.4017E+14,2994
3.4017E+14,370
3.4017E+14,370
3.4017E+14,502
3.4017E+14,54556
3.4017E+14,2569
3.4017E+14,60210
3.4017E+14,7270
3.4017E+14,9365
3.4017E+14,7817
3.4017E+14,11183
3.4017E+14,9949
3.4017E+14,442
3.4017E+14,5816
3.4017E+14,5897
3.4017E+14,502
3.4017E+14,442
3.4017E+14,376
3.4017E+14,7203
3.4017E+14,127
3.4017E+14,302
3.4017E+14,5816
3.4017E+14,20626
3.4017E+14,20651
3.4017E+14,17899
3.4017E+14,17787
3.4017E+14,20677
3.4017E+14,17307
3.4017E+14,21231
3.4017E+14,24250
3.4017E+14,24033
3.4017E+14,22515
3.4017E+14,20666
3.4017E+14,24263
3.4017E+14,29006
3.4017E+14,29076
3.4017E+14,12097
3.4017E+14,14829
3.4017E+14,11217
3.4017E+14,12367
3.4017E+14,12356
3.4017E+14,12554
3.4017E+14,16258
3.4017E+14,18580
3.4017E+14,13144
3.4017E+14,10826
3.4017E+14,12555
3.4017E+14,10826
3.4017E+14,25419
3.4017E+14,21524
3.4017E+14,18355
3.4017E+14,12254
3.4017E+14,21418
3.4017E+14,20586
3.4017E+14,27770
3.4017E+14,33518
3.4017E+14,34234
3.4017E+14,32913
3.4017E+14,32230
3.4017E+14,35068
3.4017E+14,35174
3.4017E+14,37160
3.4017E+14,34352
3.4017E+14,34460
3.4017E+14,35900
3.4017E+14,40017
3.4017E+14,40436
3.4017E+14,30002
3.4017E+14,23148
3.4017E+14,29949
3.4017E+14,29809
3.4017E+14,40857
3.4017E+14,34838
3.4017E+14,34756
3.4017E+14,41077
3.4017E+14,38279
3.4017E+14,40008
3.4017E+14,49209
3.4017E+14,40709
3.4017E+14,40870
3.4017E+14,39910
3.4017E+14,48536
3.4017E+14,47886
3.4017E+14,58750
3.4017E+14,52806
3.4017E+14,40849
3.4017E+14,55033
3.4017E+14,61833
3.4017E+14,58494
3.4017E+14,21662
3.4017E+14,27701
3.4017E+14,37720
3.4017E+14,40862
3.4017E+14,40860
3.4017E+14,45913
3.4017E+14,31852
3.4017E+14,35655
3.4017E+14,32827
3.4017E+14,31316
3.4017E+14,36777
3.4017E+14,39411
3.4017E+14,42621
3.4017E+14,46941
3.4017E+14,51029
3.4017E+14,39872
3.4017E+14,39620
3.4017E+14,42918
3.4017E+14,43214
3.4017E+14,40480
3.4017E+14,41363
3.4017E+14,47944
3.4017E+14,44559
3.4017E+14,49209
3.4017E+14,48291
3.4017E+14,51889
3.4017E+14,48059
3.4017E+14,49233
3.4017E+14,53588
3.4017E+14,58002
3.4017E+14,62508
3.4017E+14,61187
3.4017E+14,65197
3.4017E+14,65197
3.4017E+14,73495
3.4017E+14,66993
3.4017E+14,31956
3.4017E+14,30957
3.4017E+14,50312
3.4017E+14,31971
3.4017E+14,36495
3.4017E+14,40257
3.4017E+14,47187
3.4017E+14,43566
3.4017E+14,46486
3.4017E+14,50079
3.4017E+14,59346
3.4017E+14,50841
3.4017E+14,66154
3.4017E+14,52059
3.4017E+14,61093
3.4017E+14,76204
3.4017E+14,47168
3.4017E+14,82354
3.4017E+14,32962
3.4017E+14,54495
3.4017E+14,76134
3.4017E+14,82786
3.4017E+14,74334
3.4017E+14,70186
3.4017E+14,66926
3.4017E+14,94297
3.4017E+14,82507
3.4017E+14,69824
3.4017E+14,70082
3.4017E+14,71908
3.4017E+14,68034
3.4017E+14,72247
3.4017E+14,72956
3.4017E+14,73076
3.4017E+14,72795
3.4017E+14,76115
3.4017E+14,82487
3.4017E+14,93899
3.4017E+14,82875
3.4017E+14,79269
3.4017E+14,83101
3.4017E+14,81646
3.4017E+14,77253
3.4017E+14,71984
3.4017E+14,71962
3.4017E+14,45813
3.4017E+14,63435
3.4017E+14,44619
3.4017E+14,39795
3.4017E+14,47609
3.4017E+14,63435
3.4017E+14,51915
3.4017E+14,50434
3.4017E+14,60410
3.4017E+14,64226
3.4017E+14,70388
3.4017E+14,75261
3.4017E+14,70091
3.4017E+14,66571
3.4017E+14,66366
3.4017E+14,59087
3.4017E+14,66460
3.4017E+14,95272
3.4017E+14,66366
3.4017E+14,36407
3.4017E+14,38385
3.4017E+14,36999
3.4017E+14,49401
3.4017E+14,55677
3.4017E+14,26622
3.4017E+14,74660
3.4017E+14,72763
3.4017E+14,75221
3.4017E+14,85225
3.4017E+14,91250
3.4017E+14,71185
3.4017E+14,71182
3.4017E+14,74651
3.4017E+14,79295
3.4017E+14,90413
3.4017E+14,68724
3.4017E+14,71708
3.4017E+14,71171
3.4017E+14,73638
3.4017E+14,73842
3.4017E+14,71178
3.4017E+14,73813
3.4017E+14,81706
3.4017E+14,71539
3.4017E+14,71641
3.4017E+14,78884
3.4017E+14,73961
3.4017E+14,82315
3.4017E+14,85639
3.4017E+14,78883
3.4017E+14,80256
3.4017E+14,86832
3.4017E+14,99060
3.4017E+14,94809
3.4017E+14,88282
3.4017E+14,98906
3.4017E+14,88178
3.4017E+14,86095
3.4017E+14,93977
3.4017E+14,85041
3.4017E+14,82301
3.4017E+14,102086
3.4017E+14,111680
3.4017E+14,119774
3.4017E+14,115979
3.4017E+14,100943
3.4017E+14,140411
3.4017E+14,137406
3.4017E+14,102086
3.4017E+14,93710
3.4017E+14,78476
3.4017E+14,154771
3.4017E+14,177209
3.4017E+14,178940
3.4017E+14,98744
3.4017E+14,81986
3.4017E+14,119607
3.4017E+14,181715
3.4017E+14,87489
3.4017E+14,88110
3.4017E+14,90173
3.4017E+14,136623
3.4017E+14,17327
3.4017E+14,45132
3.4017E+14,55271
3.4017E+14,53714
3.4017E+14,44491
3.4017E+14,44745
3.4017E+14,54219
3.4017E+14,58990
3.4017E+14,44213
3.4017E+14,43673
3.4017E+14,33037
3.4017E+14,61330
3.4017E+14,35792
3.4017E+14,10326
3.4017E+14,19400
3.4017E+14,231057
3.4017E+14,137568
3.4017E+14,137308
3.4017E+14,272717
3.4017E+14,152907
3.4017E+14,119741
3.4017E+14,105462
3.4017E+14,34449
3.4017E+14,22571
3.4017E+14,127400
3.4017E+14,111191
3.4017E+14,134978
3.4017E+14,154002
3.4017E+14,229800
3.4017E+14,124868
3.4017E+14,97397
3.4017E+14,74808
3.4017E+14,66210
3.4017E+14,70417
3.4017E+14,79716
3.4017E+14,83770
3.4017E+14,104852
3.4017E+14,114896
3.4017E+14,96002
3.4017E+14,99188
3.4017E+14,78459
3.4017E+14,71873
3.4017E+14,67715
3.4017E+14,65827
3.4017E+14,108316
3.4017E+14,137361
3.4017E+14,125767
3.4017E+14,156263
3.4017E+14,87802
3.4017E+14,43424
3.4017E+14,48445
3.4017E+14,45045
3.4017E+14,42497
3.4017E+14,44300
3.4017E+14,42403
3.4017E+14,45795
3.4017E+14,44169
3.4017E+14,47815
3.4017E+14,51543
3.4017E+14,43664
3.4017E+14,37371
3.4017E+14,38659
3.4017E+14,40035
3.4017E+14,43426
3.4017E+14,47374
3.4017E+14,40143
3.4017E+14,41006
3.4017E+14,43069
3.4017E+14,40749
3.4017E+14,40749
3.4017E+14,39410
3.4017E+14,38998
3.4017E+14,39492
3.4017E+14,45309
3.4017E+14,42104
3.4017E+14,40134
3.4017E+14,38858
3.4017E+14,39047
3.4017E+14,42374
3.4017E+14,34153
3.4017E+14,44757
3.4017E+14,46633
3.4017E+14,32845
3.4017E+14,80516
3.4017E+14,44118
3.4017E+14,31627
3.4017E+14,34952
3.4017E+14,13042
3.4017E+14,8618
3.4017E+14,39441
3.4017E+14,30615
3.4017E+14,44387
3.4017E+14,54003
3.4017E+14,51639
3.4017E+14,50360
3.4017E+14,45218
3.4017E+14,45755
3.4017E+14,43519
3.4017E+14,42170
3.4017E+14,40439
3.4017E+14,43769
3.4017E+14,37351
3.4017E+14,45175
3.4017E+14,40295
3.4017E+14,48366
3.4017E+14,46017
3.4017E+14,43941
3.4017E+14,43646
3.4017E+14,39440
3.4017E+14,38879
3.4017E+14,39442
3.4017E+14,41028
3.4017E+14,38871
3.4017E+14,38047
3.4017E+14,43479
3.4017E+14,44394
3.4017E+14,43175
3.4017E+14,60368
3.4017E+14,57002
3.4017E+14,53278
3.4017E+14,49654
3.4017E+14,44357
3.4017E+14,42341
3.4017E+14,39698
3.4017E+14,37286
3.4017E+14,47071
3.4017E+14,48453
3.4017E+14,38278
3.4017E+14,35685
3.4017E+14,62603
3.4017E+14,52046
3.4017E+14,36142
3.4017E+14,27443
3.4017E+14,39875
3.4017E+14,41721
3.4017E+14,51310
3.4017E+14,26877
3.4017E+14,43622
3.4017E+14,42314
3.4017E+14,44582
3.4017E+14,37227
3.4017E+14,40190
3.4017E+14,39440
3.4017E+14,38047
3.4017E+14,38786
3.4017E+14,49964
3.4017E+14,43162
3.4017E+14,55384
3.4017E+14,136244
