blockid,w_c000_16
3.61032E+14,926
3.61032E+14,866
3.61032E+14,866
3.61032E+14,2453
3.61032E+14,3603
3.61032E+14,1578
3.61032E+14,2798
3.61032E+14,964
3.61032E+14,1578
3.61032E+14,4487
3.61032E+14,5440
3.61032E+14,2484
3.61032E+14,6965
3.61032E+14,4255
3.61032E+14,4116
3.61032E+14,4264
3.61032E+14,3278
3.61032E+14,2007
3.61032E+14,1148
3.61032E+14,2014
3.61032E+14,1414
3.61032E+14,1400
3.61032E+14,3918
3.61032E+14,2764
3.61032E+14,4123
3.61032E+14,2186
3.61032E+14,2471
3.61032E+14,3412
3.61032E+14,2186
3.61032E+14,2072
3.61032E+14,3836
3.61032E+14,2680
3.61032E+14,1236
3.61032E+14,1315
3.61032E+14,525
3.61032E+14,1442
3.61032E+14,834
3.61032E+14,1959
3.61032E+14,2932
3.61032E+14,1754
3.61032E+14,1998
3.61032E+14,1590
3.61032E+14,3013
3.61032E+14,2077
3.61032E+14,2160
3.61032E+14,2175
3.61032E+14,2035
3.61032E+14,1894
3.61032E+14,2652
3.61032E+14,2809
3.61032E+14,2049
3.61032E+14,2163
3.61032E+14,2129
3.61032E+14,2887
3.61032E+14,2814
3.61032E+14,2729
3.61032E+14,3686
3.61032E+14,989
3.61032E+14,961
3.61032E+14,2093
3.61032E+14,1963
3.61032E+14,1173
3.61032E+14,1972
3.61032E+14,3571
3.61032E+14,2981
3.61032E+14,3871
3.61032E+14,2246
3.61032E+14,2018
3.61032E+14,2372
3.61032E+14,2649
3.61032E+14,2048
3.61032E+14,257
3.61032E+14,638
3.61032E+14,226
3.61032E+14,1290
3.61032E+14,695
3.61032E+14,467
3.61032E+14,686
3.61032E+14,662
3.61032E+14,655
3.61032E+14,336
3.61032E+14,68
3.61032E+14,147
3.61032E+14,149
3.61032E+14,149
3.61032E+14,154
3.61032E+14,154
3.61032E+14,209
3.61032E+14,125
3.61032E+14,210
3.61032E+14,847
3.61032E+14,2381
3.61032E+14,2010
3.61032E+14,2006
3.61032E+14,2143
3.61032E+14,1652
3.61032E+14,1675
3.61032E+14,1758
3.61032E+14,2271
3.61032E+14,1449
3.61032E+14,1914
3.61032E+14,1716
3.61032E+14,1826
3.61032E+14,2255
3.61032E+14,1564
3.61032E+14,695
3.61032E+14,1961
3.61032E+14,2136
3.61032E+14,2346
3.61032E+14,195
3.61032E+14,269
3.61032E+14,72
3.61032E+14,454
3.61032E+14,1301
3.61032E+14,1102
3.61032E+14,1869
3.61032E+14,1314
3.61032E+14,1314
3.61032E+14,857
3.61032E+14,1343
3.61032E+14,1012
3.61032E+14,2106
3.61032E+14,820
3.61032E+14,441
3.61032E+14,326
3.61032E+14,325
3.61032E+14,272
3.61032E+14,221
3.61032E+14,72
3.61032E+14,221
3.61032E+14,221
3.61032E+14,37
3.61032E+14,33
3.61032E+14,39
3.61032E+14,270
3.61032E+14,44
3.61032E+14,57
3.61032E+14,157
3.61032E+14,2117
3.61032E+14,1982
3.61032E+14,1685
3.61032E+14,1805
3.61032E+14,4001
3.61032E+14,646
3.61032E+14,145
3.61032E+14,85
3.61032E+14,1283
3.61032E+14,808
3.61032E+14,1263
3.61032E+14,207
3.61032E+14,1133
3.61032E+14,145
3.61032E+14,141
3.61032E+14,167
3.61032E+14,2019
3.61032E+14,2192
3.61032E+14,2367
3.61032E+14,2203
3.61032E+14,2027
3.61032E+14,2224
3.61032E+14,79
3.61032E+14,1437
3.61032E+14,1032
3.61032E+14,0
3.61032E+14,0
3.61032E+14,0
3.61032E+14,126
3.61032E+14,107
3.61032E+14,778
3.61032E+14,107
3.61032E+14,69
3.61032E+14,3272
3.61032E+14,2408
3.61032E+14,1536
3.61032E+14,709
3.61032E+14,409
3.61032E+14,89
3.61032E+14,904
3.61032E+14,897
3.61032E+14,627
3.61032E+14,784
3.61032E+14,182
3.61032E+14,815
3.61032E+14,1775
3.61032E+14,1347
3.61032E+14,1284
3.61032E+14,1620
3.61032E+14,1020
3.61032E+14,1364
3.61032E+14,1370
3.61032E+14,1634
3.61032E+14,2006
3.61032E+14,1966
3.61032E+14,1952
3.61032E+14,945
3.61032E+14,769
3.61032E+14,907
3.61032E+14,846
3.61032E+14,744
3.61032E+14,671
3.61032E+14,970
3.61032E+14,1092
3.61032E+14,2203
3.61032E+14,1774
3.61032E+14,1416
3.61032E+14,260
3.61032E+14,269
3.61032E+14,401
3.61032E+14,260
3.61032E+14,357
3.61032E+14,673
3.61032E+14,765
3.61032E+14,842
3.61032E+14,784
3.61032E+14,816
3.61032E+14,265
3.61032E+14,751
3.61032E+14,408
3.61032E+14,599
3.61032E+14,884
3.61032E+14,936
3.61032E+14,975
3.61032E+14,239
3.61032E+14,1017
3.61032E+14,270
3.61032E+14,1940
3.61032E+14,293
3.61032E+14,374
3.61032E+14,280
3.61032E+14,733
3.61032E+14,566
3.61032E+14,702
3.61032E+14,576
3.61032E+14,343
3.61032E+14,403
3.61032E+14,403
3.61032E+14,274
3.61032E+14,421
3.61032E+14,320
3.61032E+14,313
3.61032E+14,824
3.61032E+14,545
3.61032E+14,655
3.61032E+14,1203
3.61032E+14,1159
3.61032E+14,896
3.61032E+14,836
3.61032E+14,1125
3.61032E+14,1273
3.61032E+14,1315
3.61032E+14,1514
3.61032E+14,1349
3.61032E+14,1236
3.61032E+14,924
3.61032E+14,1203
3.61032E+14,925
3.61032E+14,1042
3.61032E+14,1285
3.61032E+14,1300
3.61032E+14,1385
3.61032E+14,1348
3.61032E+14,1605
3.61032E+14,1782
3.61032E+14,1028
3.61032E+14,291
3.61032E+14,92
3.61032E+14,25
3.61032E+14,25
3.61032E+14,387
3.61032E+14,56
3.61032E+14,1624
3.61032E+14,56
3.61032E+14,36
3.61032E+14,1543
3.61032E+14,36
3.61032E+14,67
3.61032E+14,45
3.61032E+14,167
3.61032E+14,29
3.61032E+14,121
3.61032E+14,170
3.61032E+14,542
3.61032E+14,1104
3.61032E+14,1212
3.61032E+14,1575
3.61032E+14,1085
3.61032E+14,1085
3.61032E+14,1212
3.61032E+14,1391
3.61032E+14,1046
3.61032E+14,207
3.61032E+14,886
3.61032E+14,970
3.61032E+14,641
3.61032E+14,737
3.61032E+14,886
3.61032E+14,1749
3.61032E+14,1416
3.61032E+14,126
3.61032E+14,51
3.61032E+14,51
3.61032E+14,51
3.61032E+14,1
3.61032E+14,0
3.61032E+14,0
3.61032E+14,148
3.61032E+14,137
3.61032E+14,129
3.61032E+14,57
3.61032E+14,50
3.61032E+14,46
3.61032E+14,53
3.61032E+14,57
3.61032E+14,126
3.61032E+14,57
3.61032E+14,63
3.61032E+14,129
3.61032E+14,52
3.61032E+14,53
3.61032E+14,53
3.61032E+14,53
3.61032E+14,53
3.61032E+14,53
3.61032E+14,127
3.61032E+14,371
3.61032E+14,282
3.61032E+14,110
3.61032E+14,70
3.61032E+14,65
3.61032E+14,72
3.61032E+14,71
3.61032E+14,61
3.61032E+14,61
3.61032E+14,70
3.61032E+14,69
3.61032E+14,58
3.61032E+14,289
3.61032E+14,175
3.61032E+14,179
3.61032E+14,116
3.61032E+14,117
3.61032E+14,528
3.61032E+14,234
3.61032E+14,300
3.61032E+14,902
3.61032E+14,279
3.61032E+14,279
3.61032E+14,279
3.61032E+14,66
3.61032E+14,66
3.61032E+14,66
3.61032E+14,66
3.61032E+14,64
3.61032E+14,41
3.61032E+14,41
3.61032E+14,64
3.61032E+14,41
3.61032E+14,80
3.61032E+14,110
3.61032E+14,104
3.61032E+14,66
3.61032E+14,88
3.61032E+14,72
3.61032E+14,66
3.61032E+14,99
3.61032E+14,1334
3.61032E+14,1241
3.61032E+14,1466
3.61032E+14,1374
3.61032E+14,1270
3.61032E+14,1307
3.61032E+14,921
3.61032E+14,1865
3.61032E+14,748
3.61032E+14,1340
3.61032E+14,846
3.61032E+14,1383
3.61032E+14,950
3.61032E+14,695
3.61032E+14,520
3.61032E+14,77
3.61032E+14,445
3.61032E+14,451
3.61032E+14,459
3.61032E+14,386
3.61032E+14,314
3.61032E+14,1010
3.61032E+14,998
3.61032E+14,701
3.61032E+14,653
3.61032E+14,451
3.61032E+14,506
3.61032E+14,506
3.61032E+14,451
3.61032E+14,803
3.61032E+14,1027
3.61032E+14,1400
3.61032E+14,1093
3.61032E+14,1062
3.61032E+14,656
3.61032E+14,642
3.61032E+14,1091
3.61032E+14,794
3.61032E+14,851
3.61032E+14,1036
3.61032E+14,1291
3.61032E+14,1308
3.61032E+14,1067
3.61032E+14,1046
3.61032E+14,888
3.61032E+14,968
3.61032E+14,968
3.61032E+14,1083
3.61032E+14,1048
3.61032E+14,1029
3.61032E+14,881
3.61032E+14,1067
3.61032E+14,1073
3.61032E+14,1201
3.61032E+14,1115
3.61032E+14,1082
3.61032E+14,1082
3.61032E+14,1242
3.61032E+14,1159
3.61032E+14,1135
3.61032E+14,1082
3.61032E+14,1288
3.61032E+14,1301
3.61032E+14,895
3.61032E+14,1308
3.61032E+14,1064
3.61032E+14,1430
3.61032E+14,1323
3.61032E+14,1296
3.61032E+14,1053
3.61032E+14,1135
3.61032E+14,1265
3.61032E+14,1234
3.61032E+14,1060
3.61032E+14,1192
3.61032E+14,1308
3.61032E+14,186
3.61032E+14,718
3.61032E+14,400
3.61032E+14,494
3.61032E+14,503
3.61032E+14,735
3.61032E+14,552
3.61032E+14,539
3.61032E+14,535
3.61032E+14,509
3.61032E+14,509
3.61032E+14,548
3.61032E+14,494
3.61032E+14,400
3.61032E+14,400
3.61032E+14,235
3.61032E+14,470
3.61032E+14,744
3.61032E+14,916
3.61032E+14,548
3.61032E+14,575
3.61032E+14,603
3.61032E+14,766
3.61032E+14,552
3.61032E+14,1372
3.61032E+14,1281
3.61032E+14,1460
3.61032E+14,1650
3.61032E+14,1585
3.61032E+14,1528
3.61032E+14,1496
3.61032E+14,1443
3.61032E+14,1397
3.61032E+14,1389
3.61032E+14,1407
3.61032E+14,1582
3.61032E+14,1687
3.61032E+14,1570
3.61032E+14,1524
3.61032E+14,1072
3.61032E+14,1735
3.61032E+14,1596
3.61032E+14,1798
3.61032E+14,2659
3.61032E+14,1398
3.61032E+14,1459
3.61032E+14,1658
3.61032E+14,1854
3.61032E+14,2011
3.61032E+14,1549
3.61032E+14,1741
3.61032E+14,2184
3.61032E+14,292
3.61032E+14,492
3.61032E+14,426
3.61032E+14,451
3.61032E+14,438
3.61032E+14,465
3.61032E+14,465
3.61032E+14,537
3.61032E+14,536
3.61032E+14,533
3.61032E+14,541
3.61032E+14,518
3.61032E+14,511
3.61032E+14,523
3.61032E+14,492
3.61032E+14,446
3.61032E+14,431
3.61032E+14,528
3.61032E+14,495
3.61032E+14,530
3.61032E+14,446
3.61032E+14,518
3.61032E+14,538
3.61032E+14,549
3.61032E+14,550
3.61032E+14,523
3.61032E+14,749
3.61032E+14,744
3.61032E+14,556
3.61032E+14,770
3.61032E+14,617
3.61032E+14,889
3.61032E+14,711
3.61032E+14,570
3.61032E+14,803
3.61032E+14,750
3.61032E+14,765
3.61032E+14,895
3.61032E+14,856
3.61032E+14,943
3.61032E+14,787
3.61032E+14,556
3.61032E+14,774
3.61032E+14,793
3.61032E+14,765
3.61032E+14,850
3.61032E+14,781
3.61032E+14,837
3.61032E+14,787
3.61032E+14,850
3.61032E+14,1008
3.61032E+14,1009
3.61032E+14,888
3.61032E+14,915
3.61032E+14,1022
3.61032E+14,883
3.61032E+14,774
3.61032E+14,1006
3.61032E+14,987
3.61032E+14,985
3.61032E+14,936
3.61032E+14,884
3.61032E+14,936
3.61032E+14,985
3.61032E+14,1045
3.61032E+14,1166
3.61032E+14,1227
3.61032E+14,1195
3.61032E+14,1178
3.61032E+14,1212
3.61032E+14,981
3.61032E+14,1062
3.61032E+14,1206
3.61032E+14,1150
3.61032E+14,1113
3.61032E+14,1189
3.61032E+14,1293
3.61032E+14,1370
3.61032E+14,1372
3.61032E+14,1296
3.61032E+14,1712
3.61032E+14,1706
3.61032E+14,2008
3.61032E+14,2032
3.61032E+14,2040
3.61032E+14,1924
3.61032E+14,1997
3.61032E+14,1837
3.61032E+14,1135
3.61032E+14,1160
3.61032E+14,1196
3.61032E+14,1926
3.61032E+14,2010
3.61032E+14,2177
3.61032E+14,1937
3.61032E+14,1965
3.61032E+14,2212
3.61032E+14,2010
3.61032E+14,1992
3.61032E+14,2104
3.61032E+14,1852
3.61032E+14,1953
3.61032E+14,2021
3.61032E+14,1430
3.61032E+14,1218
3.61032E+14,1930
3.61032E+14,1503
3.61032E+14,1657
3.61032E+14,1504
3.61032E+14,1444
3.61032E+14,245
3.61032E+14,425
3.61032E+14,472
3.61032E+14,182
3.61032E+14,67
3.61032E+14,112
3.61032E+14,112
3.61032E+14,123
3.61032E+14,112
3.61032E+14,128
3.61032E+14,50
3.61032E+14,50
3.61032E+14,118
3.61032E+14,118
3.61032E+14,126
3.61032E+14,120
3.61032E+14,117
3.61032E+14,113
3.61032E+14,46
3.61032E+14,134
3.61032E+14,117
3.61032E+14,134
3.61032E+14,126
3.61032E+14,128
3.61032E+14,212
3.61032E+14,131
3.61032E+14,528
3.61032E+14,117
3.61032E+14,115
3.61032E+14,176
3.61032E+14,127
3.61032E+14,122
3.61032E+14,102
3.61032E+14,694
3.61032E+14,134
3.61032E+14,64
3.61032E+14,56
3.61032E+14,64
3.61032E+14,468
3.61032E+14,70
3.61032E+14,478
3.61032E+14,77
3.61032E+14,44
3.61032E+14,52
3.61032E+14,52
3.61032E+14,52
3.61032E+14,55
3.61032E+14,65
3.61032E+14,65
3.61032E+14,65
3.61032E+14,65
3.61032E+14,60
3.61032E+14,65
3.61032E+14,191
3.61032E+14,208
3.61032E+14,65
3.61032E+14,195
3.61032E+14,65
3.61032E+14,50
3.61032E+14,67
3.61032E+14,50
3.61032E+14,78
3.61032E+14,74
3.61032E+14,52
3.61032E+14,52
3.61032E+14,52
3.61032E+14,52
3.61032E+14,36
3.61032E+14,50
3.61032E+14,50
3.61032E+14,208
3.61032E+14,52
3.61032E+14,52
3.61032E+14,23
3.61032E+14,80
3.61032E+14,27
3.61032E+14,6362
3.61032E+14,5568
3.61032E+14,6277
3.61032E+14,5169
3.61032E+14,4530
3.61032E+14,5173
3.61032E+14,3732
3.61032E+14,3065
3.61032E+14,2449
3.61032E+14,2895
3.61032E+14,3669
3.61032E+14,3495
3.61032E+14,3404
3.61032E+14,3871
3.61032E+14,4786
3.61032E+14,5014
3.61032E+14,5693
3.61032E+14,6764
3.61032E+14,6931
3.61032E+14,6638
3.61032E+14,4824
3.61032E+14,4528
3.61032E+14,4787
3.61032E+14,3821
3.61032E+14,4012
3.61032E+14,3595
3.61032E+14,3996
3.61032E+14,3515
3.61032E+14,4231
3.61032E+14,4245
3.61032E+14,5535
3.61032E+14,6600
3.61032E+14,4303
3.61032E+14,4579
3.61032E+14,5260
3.61032E+14,5153
3.61032E+14,6161
3.61032E+14,6832
3.61032E+14,7596
3.61032E+14,5690
3.61032E+14,5891
3.61032E+14,5921
3.61032E+14,7453
3.61032E+14,6374
3.61032E+14,5921
3.61032E+14,6698
3.61032E+14,5767
3.61032E+14,6463
3.61032E+14,5637
3.61032E+14,5728
3.61032E+14,6655
3.61032E+14,5356
3.61032E+14,4935
3.61032E+14,7413
3.61032E+14,4717
3.61032E+14,5299
3.61032E+14,5526
3.61032E+14,526
3.61032E+14,6125
3.61032E+14,6586
3.61032E+14,4441
3.61032E+14,9195
3.61032E+14,7600
3.61032E+14,7641
3.61032E+14,8237
3.61032E+14,11311
3.61032E+14,9506
3.61032E+14,7000
3.61032E+14,6999
3.61032E+14,7142
3.61032E+14,3948
3.61032E+14,7780
3.61032E+14,4895
3.61032E+14,7289
3.61032E+14,4127
3.61032E+14,8759
3.61032E+14,8913
3.61032E+14,8552
3.61032E+14,8419
3.61032E+14,7289
3.61032E+14,6891
3.61032E+14,6984
3.61032E+14,5347
3.61032E+14,6702
3.61032E+14,6349
3.61032E+14,1507
3.61032E+14,7190
3.61032E+14,5283
3.61032E+14,4929
3.61032E+14,4680
3.61032E+14,2000
3.61032E+14,4572
3.61032E+14,2119
3.61032E+14,7507
3.61032E+14,6763
3.61032E+14,6642
3.61032E+14,6537
3.61032E+14,6723
3.61032E+14,6995
3.61032E+14,7714
3.61032E+14,6665
3.61032E+14,5747
3.61032E+14,6565
3.61032E+14,5719
3.61032E+14,6823
3.61032E+14,3928
3.61032E+14,5376
3.61032E+14,5889
3.61032E+14,5078
3.61032E+14,4169
3.61032E+14,5224
3.61032E+14,4560
3.61032E+14,3965
3.61032E+14,3965
3.61032E+14,4578
3.61032E+14,4140
3.61032E+14,4403
3.61032E+14,3952
3.61032E+14,5732
3.61032E+14,11243
3.61032E+14,7696
3.61032E+14,7700
3.61032E+14,7513
3.61032E+14,4099
3.61032E+14,4814
3.61032E+14,5259
3.61032E+14,5738
3.61032E+14,4919
3.61032E+14,4279
3.61032E+14,4279
3.61032E+14,4328
3.61032E+14,4187
3.61032E+14,3911
3.61032E+14,3911
3.61032E+14,2223
3.61032E+14,2204
3.61032E+14,2338
3.61032E+14,2512
3.61032E+14,2512
3.61032E+14,2669
3.61032E+14,4441
3.61032E+14,4592
3.61032E+14,4572
3.61032E+14,4007
3.61032E+14,6023
3.61032E+14,6323
3.61032E+14,6605
3.61032E+14,6878
3.61032E+14,3983
3.61032E+14,3707
3.61032E+14,3707
3.61032E+14,3285
3.61032E+14,2995
3.61032E+14,5900
3.61032E+14,5897
3.61032E+14,1549
3.61032E+14,3221
3.61032E+14,2868
3.61032E+14,2619
3.61032E+14,2360
3.61032E+14,2805
3.61032E+14,2705
3.61032E+14,2984
3.61032E+14,2507
3.61032E+14,2605
3.61032E+14,2610
3.61032E+14,2671
3.61032E+14,2095
3.61032E+14,1608
3.61032E+14,5539
3.61032E+14,4742
3.61032E+14,6494
3.61032E+14,3827
3.61032E+14,5449
3.61032E+14,5694
3.61032E+14,5392
3.61032E+14,3834
3.61032E+14,2523
3.61032E+14,5392
3.61032E+14,5305
3.61032E+14,7283
3.61032E+14,5950
3.61032E+14,7670
3.61032E+14,2719
3.61032E+14,5147
3.61032E+14,4413
3.61032E+14,4750
3.61032E+14,5860
3.61032E+14,2533
3.61032E+14,3022
3.61032E+14,3122
3.61032E+14,3693
3.61032E+14,3556
3.61032E+14,4371
3.61032E+14,3311
3.61032E+14,5271
3.61032E+14,4921
3.61032E+14,3876
3.61032E+14,5305
3.61032E+14,3901
3.61032E+14,3757
3.61032E+14,4322
3.61032E+14,3294
3.61032E+14,2984
3.61032E+14,3072
3.61032E+14,5194
3.61032E+14,2983
3.61032E+14,5947
3.61032E+14,5845
3.61032E+14,4527
3.61032E+14,2054
3.61032E+14,2557
3.61032E+14,3049
3.61032E+14,1278
3.61032E+14,4138
3.61032E+14,7039
3.61032E+14,2466
3.61032E+14,4028
3.61032E+14,6094
3.61032E+14,5181
3.61032E+14,0
3.61032E+14,4077
3.61032E+14,0
3.61032E+14,5049
3.61032E+14,3438
3.61032E+14,3233
3.61032E+14,6643
3.61032E+14,0
3.61032E+14,2671
3.61032E+14,2929
3.61032E+14,2904
3.61032E+14,5109
3.61032E+14,4663
3.61032E+14,4663
3.61032E+14,3149
3.61032E+14,3991
3.61032E+14,5837
3.61032E+14,6216
3.61032E+14,4007
3.61032E+14,3638
3.61032E+14,4214
3.61032E+14,4436
3.61032E+14,5002
3.61032E+14,6187
3.61032E+14,6468
3.61032E+14,7702
3.61032E+14,5983
3.61032E+14,7389
3.61032E+14,5378
3.61032E+14,6583
3.61032E+14,6288
3.61032E+14,5838
3.61032E+14,2084
3.61032E+14,2351
3.61032E+14,2133
3.61032E+14,2331
3.61032E+14,1732
3.61032E+14,1616
3.61032E+14,2342
3.61032E+14,2050
3.61032E+14,2495
3.61032E+14,2800
3.61032E+14,2925
3.61032E+14,3081
3.61032E+14,4165
3.61032E+14,2927
3.61032E+14,2288
3.61032E+14,3840
3.61032E+14,1553
3.61032E+14,3251
3.61032E+14,3472
3.61032E+14,4132
3.61032E+14,4148
3.61032E+14,4243
3.61032E+14,3520
3.61032E+14,1792
3.61032E+14,2127
3.61032E+14,1884
3.61032E+14,1549
3.61032E+14,3984
3.61032E+14,1640
3.61032E+14,1765
3.61032E+14,2467
3.61032E+14,5476
3.61032E+14,4984
3.61032E+14,5028
3.61032E+14,5314
3.61032E+14,5431
3.61032E+14,786
3.61032E+14,1750
3.61032E+14,2372
3.61032E+14,1134
3.61032E+14,1791
3.61032E+14,1871
3.61032E+14,2030
3.61032E+14,2903
3.61032E+14,1913
3.61032E+14,1913
3.61032E+14,2432
3.61032E+14,2286
3.61032E+14,2642
3.61032E+14,3045
3.61032E+14,3134
3.61032E+14,4556
3.61032E+14,3340
3.61032E+14,3806
3.61032E+14,3927
3.61032E+14,4339
3.61032E+14,4630
3.61032E+14,4051
3.61032E+14,3632
3.61032E+14,3046
3.61032E+14,3335
3.61032E+14,3211
3.61032E+14,3180
3.61032E+14,3069
3.61032E+14,3042
3.61032E+14,2656
3.61032E+14,2722
3.61032E+14,2794
3.61032E+14,2783
3.61032E+14,2786
3.61032E+14,2897
3.61032E+14,2893
3.61032E+14,2805
3.61032E+14,3703
3.61032E+14,3359
3.61032E+14,4061
3.61032E+14,3542
3.61032E+14,4980
3.61032E+14,3670
3.61032E+14,3325
3.61032E+14,2773
3.61032E+14,5147
3.61032E+14,6170
3.61032E+14,4820
3.61032E+14,5032
3.61032E+14,5035
3.61032E+14,4384
3.61032E+14,4384
3.61032E+14,4192
3.61032E+14,4349
3.61032E+14,5918
3.61032E+14,5900
3.61032E+14,6641
3.61032E+14,5491
3.61032E+14,5526
3.61032E+14,5063
3.61032E+14,4813
3.61032E+14,6155
3.61032E+14,5403
3.61032E+14,6155
3.61032E+14,5687
3.61032E+14,6081
3.61032E+14,6692
3.61032E+14,6066
3.61032E+14,6521
3.61032E+14,2445
3.61032E+14,2504
3.61032E+14,2520
3.61032E+14,2504
3.61032E+14,2245
3.61032E+14,1918
3.61032E+14,2504
3.61032E+14,2523
3.61032E+14,1918
3.61032E+14,1648
3.61032E+14,1568
3.61032E+14,2732
3.61032E+14,2772
3.61032E+14,3061
3.61032E+14,3358
3.61032E+14,5325
3.61032E+14,4320
3.61032E+14,2684
3.61032E+14,2468
3.61032E+14,1259
3.61032E+14,1860
3.61032E+14,1811
3.61032E+14,1717
3.61032E+14,1490
3.61032E+14,1178
3.61032E+14,1229
3.61032E+14,1348
3.61032E+14,810
3.61032E+14,814
3.61032E+14,710
3.61032E+14,552
3.61032E+14,4989
3.61032E+14,2442
3.61032E+14,4466
3.61032E+14,704
3.61032E+14,2527
3.61032E+14,3184
3.61032E+14,3537
3.61032E+14,3537
3.61032E+14,5365
3.61032E+14,5365
3.61032E+14,5341
3.61032E+14,4989
3.61032E+14,5343
3.61032E+14,5538
3.61032E+14,3883
3.61032E+14,4195
3.61032E+14,2206
3.61032E+14,1915
3.61032E+14,1904
3.61032E+14,3929
3.61032E+14,3811
3.61032E+14,810
3.61032E+14,1348
3.61032E+14,292
3.61032E+14,666
3.61032E+14,2291
3.61032E+14,2527
3.61032E+14,2932
3.61032E+14,2932
3.61032E+14,3014
3.61032E+14,3167
3.61032E+14,3484
3.61032E+14,4105
3.61032E+14,4575
3.61032E+14,4594
3.61032E+14,4873
3.61032E+14,4296
3.61032E+14,4292
3.61032E+14,4044
3.61032E+14,4070
3.61032E+14,4319
3.61032E+14,4319
3.61032E+14,4533
3.61032E+14,5508
3.61032E+14,5238
3.61032E+14,6434
3.61032E+14,6332
3.61032E+14,5591
3.61032E+14,6987
3.61032E+14,5250
3.61032E+14,4872
3.61032E+14,5409
3.61032E+14,6546
3.61032E+14,5602
3.61032E+14,5409
3.61032E+14,4433
3.61032E+14,4077
3.61032E+14,4910
3.61032E+14,5082
3.61032E+14,3841
3.61032E+14,693
3.61032E+14,2020
3.61032E+14,2302
3.61032E+14,2131
3.61032E+14,1588
3.61032E+14,1186
3.61032E+14,2194
3.61032E+14,1538
3.61032E+14,2039
3.61032E+14,2667
3.61032E+14,2335
3.61032E+14,2214
3.61032E+14,1825
3.61032E+14,1763
3.61032E+14,2859
3.61032E+14,2520
3.61032E+14,1867
3.61032E+14,1702
3.61032E+14,385
3.61032E+14,1565
3.61032E+14,6520
3.61032E+14,6474
3.61032E+14,7224
3.61032E+14,6808
3.61032E+14,6112
3.61032E+14,6166
3.61032E+14,3960
3.61032E+14,5215
3.61032E+14,4263
3.61032E+14,5731
3.61032E+14,6112
3.61032E+14,2395
3.61032E+14,1099
3.61032E+14,2125
3.61032E+14,3599
3.61032E+14,3951
3.61032E+14,3533
3.61032E+14,2102
3.61032E+14,2673
3.61032E+14,3750
3.61032E+14,2459
3.61032E+14,4321
3.61032E+14,2403
3.61032E+14,2275
3.61032E+14,1891
3.61032E+14,2465
3.61032E+14,2302
3.61032E+14,2199
3.61032E+14,2099
3.61032E+14,8063
3.61032E+14,7552
3.61032E+14,8753
3.61032E+14,10371
3.61032E+14,9938
3.61032E+14,9281
3.61032E+14,7299
3.61032E+14,11069
3.61032E+14,6361
3.61032E+14,8280
3.61032E+14,7789
3.61032E+14,7980
3.61032E+14,8320
3.61032E+14,2901
3.61032E+14,5462
3.61032E+14,5462
3.61032E+14,3902
3.61032E+14,5200
3.61032E+14,6381
3.61032E+14,6381
3.61032E+14,7080
3.61032E+14,7861
3.61032E+14,6630
3.61032E+14,6649
3.61032E+14,6649
3.61032E+14,6643
3.61032E+14,6758
3.61032E+14,6783
3.61032E+14,1079
3.61032E+14,2214
3.61032E+14,3648
3.61032E+14,5042
3.61032E+14,3937
3.61032E+14,4309
3.61032E+14,5387
3.61032E+14,5499
3.61032E+14,3640
3.61032E+14,3628
3.61032E+14,3604
3.61032E+14,3681
3.61032E+14,3420
3.61032E+14,3840
3.61032E+14,3015
3.61032E+14,3368
3.61032E+14,3894
3.61032E+14,3833
3.61032E+14,1726
3.61032E+14,1440
3.61032E+14,1622
3.61032E+14,1702
3.61032E+14,2337
3.61032E+14,1848
3.61032E+14,1929
3.61032E+14,1929
3.61032E+14,2007
3.61032E+14,2618
3.61032E+14,2845
3.61032E+14,1701
3.61032E+14,1972
3.61032E+14,3437
3.61032E+14,3218
3.61032E+14,3864
3.61032E+14,3303
3.61032E+14,2404
3.61032E+14,2082
3.61032E+14,866
3.61032E+14,4756
3.61032E+14,5322
3.61032E+14,4749
3.61032E+14,3437
3.61032E+14,1605
3.61032E+14,2045
3.61032E+14,2814
3.61032E+14,1685
3.61032E+14,1074
3.61032E+14,1067
3.61032E+14,922
3.61032E+14,1069
3.61032E+14,930
3.61032E+14,1261
3.61032E+14,1843
3.61032E+14,2018
3.61032E+14,1887
3.61032E+14,855
3.61032E+14,1103
3.61032E+14,1252
3.61032E+14,1205
3.61032E+14,1584
3.61032E+14,1407
3.61032E+14,931
3.61032E+14,1106
3.61032E+14,1332
3.61032E+14,1015
3.61032E+14,607
3.61032E+14,910
3.61032E+14,295
3.61032E+14,2083
3.61032E+14,4045
3.61032E+14,6017
3.61032E+14,6008
3.61032E+14,5364
3.61032E+14,5314
3.61032E+14,5736
3.61032E+14,5178
3.61032E+14,5238
3.61032E+14,5571
3.61032E+14,5816
3.61032E+14,5816
3.61032E+14,5574
3.61032E+14,5574
3.61032E+14,5750
3.61032E+14,4960
3.61032E+14,5829
3.61032E+14,6058
3.61032E+14,5933
3.61032E+14,6346
3.61032E+14,5838
3.61032E+14,6425
3.61032E+14,7120
3.61032E+14,7358
3.61032E+14,6342
3.61032E+14,6810
3.61032E+14,7103
3.61032E+14,7615
3.61032E+14,8047
3.61032E+14,7531
3.61032E+14,6692
3.61032E+14,5639
3.61032E+14,5567
3.61032E+14,7568
3.61032E+14,7773
3.61032E+14,8232
3.61032E+14,8537
3.61032E+14,8478
